gene1,gene2,corr
IL6ST,IL6ST,0.6825034101045933
IL6ST,IL6ST,0.6017092923287434
IL6ST,IL6ST,0.6016876061549616
IL6ST,IL6ST,0.6203409703285365
IL6ST,IL6ST,0.6270349853956804
IL6ST,IL6ST,0.6061913227676266
PWWP2A,PWWP2A,0.6088070239102102
PWWP2A,PWWP2A,0.6137338533266882
PWWP2A,PWWP2A,0.6324479228369303
PWWP2A,PWWP2A,0.6069768551483217
PWWP2A,PWWP2A,0.6384066250638154
PWWP2A,PWWP2A,0.6265119137272176
PWWP2A,PWWP2A,0.6048408639390996
PWWP2A,PWWP2A,0.6506745902588217
PWWP2A,PWWP2A,0.619916687900156
PWWP2A,PWWP2A,0.6512461044901987
PWWP2A,PWWP2A,0.6129284634615028
PWWP2A,PWWP2A,0.6193922538560375
PWWP2A,PWWP2A,0.6140631825934703
PWWP2A,PWWP2A,0.6076820508291775
PWWP2A,PWWP2A,0.6260837280020584
PWWP2A,PWWP2A,0.6239602081830493
TAL1,TAL1,0.8012852677435499
TAL1,TAL1,0.730891115912721
TAL1,TAL1,0.8112965518373432
TAL1,TAL1,0.6045240245087633
TAL1,TAL1,0.733961713142161
TAL1,TAL1,0.6614903162627216
TAL1,TAL1,0.646650107359856
TAL1,TAL1,0.6538640769503017
TAL1,TAL1,0.6844837262452861
TAL1,TAL1,0.6395895593762172
TAL1,TAL1,0.7033341867722465
TAL1,TAL1,0.6141420868626318
TAL1,TAL1,0.6204779727882884
TAL1,TAL1,0.6434134765961699
TAL1,TAL1,0.6521407502030561
TAL1,TAL1,0.6547423685913025
TAL1,TAL1,0.614882775713445
TAL1,TAL1,0.6379124360262595
TAL1,TAL1,0.639553311959861
TAL1,TAL1,0.6059398848977555
TAL1,TAL1,0.6038032281183164
TAL1,TAL1,0.608992367339543
TAL1,TAL1,0.6271740332202556
TAL1,TAL1,0.6577265274257533
TAL1,TAL1,0.6669132028739374
TAL1,TAL1,0.8238343515123793
TAL1,TAL1,0.6474773705119977
TAL1,TAL1,0.7943711411703995
TAL1,TAL1,0.6714470312663171
TAL1,TAL1,0.6779631172967809
TAL1,TAL1,0.6899227523136824
TAL1,TAL1,0.6832000855523921
TAL1,TAL1,0.6677218579289699
TAL1,TAL1,0.6131762855531555
TAL1,TAL1,0.6249994843195064
TAL1,TAL1,0.8097497283420255
TAL1,TAL1,0.6372358757510842
TAL1,TAL1,0.6982269457655683
TAL1,TAL1,0.7000801331663633
TAL1,TAL1,0.6307099665529727
TAL1,TAL1,0.6608361665519307
TAL1,TAL1,0.7104232642155369
TAL1,TAL1,0.6029273768364211
TAL1,TAL1,0.7059236962523912
TAL1,TAL1,0.6791023015450554
TAL1,TAL1,0.6754065220096821
TAL1,TAL1,0.7430509078244335
TAL1,TAL1,0.6049409624798524
TAL1,TAL1,0.6051188182542032
TAL1,TAL1,0.7194845751798427
TAL1,TAL1,0.6057379309421639
TAL1,TAL1,0.8176477136980911
TAL1,TAL1,0.6455200821536589
TAL1,TAL1,0.7394253961377838
TAL1,TAL1,0.6735939592776236
TAL1,TAL1,0.6282929304520504
TAL1,TAL1,0.751649143089052
TAL1,TAL1,0.7638303400160664
TAL1,TAL1,0.7249473240992269
TAL1,TAL1,0.6069993835772688
TAL1,TAL1,0.6170779321582814
TAL1,TAL1,0.6385926708171422
TAL1,TAL1,0.7062427598361996
TAL1,TAL1,0.6698938835099492
TAL1,TAL1,0.6981297816178422
TAL1,TAL1,0.6613641879756966
TAL1,TAL1,0.7605369754767084
TAL1,TAL1,0.6088243104734767
TAL1,TAL1,0.6901930479815696
TAL1,TAL1,0.6719917106672432
TAL1,TAL1,0.6986789602412249
TAL1,TAL1,0.6376211191428639
TAL1,TAL1,0.6551945960326887
TAL1,TAL1,0.7669560452529293
TAL1,TAL1,0.6046870589263125
TAL1,TAL1,0.617307364368421
TAL1,TAL1,0.6016535707610753
TAL1,TAL1,0.6236958197058854
TAL1,TAL1,0.6769533016834379
TAL1,TAL1,0.6604894076710622
TAL1,TAL1,0.7147048645564634
TAL1,TAL1,0.656188994875301
TAL1,TAL1,0.6843603453722155
TAL1,TAL1,0.6421803313106932
TAL1,TAL1,0.6063108504437765
TAL1,TAL1,0.6812034372632211
TAL1,TAL1,0.6634772985552769
TAL1,TAL1,0.7141134535504818
TAL1,TAL1,0.7153825470974264
TAL1,TAL1,0.7283081009763177
TAL1,TAL1,0.7829849990153541
TAL1,TAL1,0.6539160154886526
TAL1,TAL1,0.6147739747918257
TAL1,TAL1,0.7272440658229696
TAL1,TAL1,0.6091875720438588
TAL1,TAL1,0.7019087533217567
TAL1,TAL1,0.6627424378214132
TAL1,TAL1,0.6789444235528568
TAL1,TAL1,0.6394488763976536
TAL1,TAL1,0.6514228992109783
TAL1,TAL1,0.6323226985742204
TAL1,TAL1,0.6105112351289869
TAL1,TAL1,0.6340472066802002
TAL1,TAL1,0.6478187490423304
TAL1,TAL1,0.6166590609601242
TAL1,TAL1,0.7276229007519655
TAL1,TAL1,0.6653236339952671
TAL1,TAL1,0.6053397066400983
TAL1,TAL1,0.6947274837724172
TAL1,TAL1,0.6633799215479502
TAL1,TAL1,0.6113211674639608
TAL1,TAL1,0.6331706799482769
TAL1,TAL1,0.7150933719033437
TAL1,TAL1,0.6099538911224173
TAL1,TAL1,0.6719955718978949
TAL1,TAL1,0.6028438308813251
TAL1,TAL1,0.6984051122704201
TAL1,TAL1,0.7554708321225887
TAL1,TAL1,0.6834796339501455
TAL1,TAL1,0.6776406034079046
TAL1,TAL1,0.6498636016740073
TAL1,TAL1,0.7946514563986433
TAL1,TAL1,0.6731152333234132
TAL1,TAL1,0.6322167446053167
TAL1,TAL1,0.6386320354884432
TAL1,TAL1,0.6139309691181672
TAL1,TAL1,0.6099746183831013
TAL1,TAL1,0.6078940077042003
TAL1,TAL1,0.6661647600712279
TAL1,TAL1,0.8298453905888041
TAL1,TAL1,0.6969848076178154
TAL1,TAL1,0.6249253145118866
TAL1,TAL1,0.6375301927267187
TAL1,TAL1,0.6249349199558931
TAL1,TAL1,0.6628494596309205
TAL1,TAL1,0.7246876834214405
TAL1,TAL1,0.7001274709257591
TAL1,TAL1,0.6494242939389862
TAL1,TAL1,0.6314643311069282
TAL1,TAL1,0.6052824500628948
TAL1,TAL1,0.6324841449304089
TAL1,TAL1,0.6382718309604111
TAL1,TAL1,0.6849958263409187
TAL1,TAL1,0.6050812247632307
TAL1,TAL1,0.8278325394258826
TAL1,TAL1,0.6070439009353511
TAL1,TAL1,0.7046375335131376
TAL1,TAL1,0.6611805980145613
TAL1,TAL1,0.6198041040377248
TAL1,TAL1,0.6255217503590317
TAL1,TAL1,0.7166435051484492
TAL1,TAL1,0.7577879373260158
TAL1,TAL1,0.6660894683731589
TAL1,TAL1,0.6853940173437865
TAL1,TAL1,0.6578807073560801
TAL1,TAL1,0.6512263722919548
TAL1,TAL1,0.6094352207922815
TAL1,TAL1,0.6736837750761635
TAL1,TAL1,0.6482347851498743
TAL1,TAL1,0.8148646212682354
TAL1,TAL1,0.6663580287875728
TAL1,TAL1,0.6071096010174004
TAL1,TAL1,0.6173223677215781
TAL1,TAL1,0.6603182308257073
TAL1,TAL1,0.6637220064994975
TAL1,TAL1,0.623188878074877
TAL1,TAL1,0.7527523168308806
TAL1,TAL1,0.6299361026420576
TAL1,TAL1,0.6369916496163485
TAL1,TAL1,0.6524212294137665
TAL1,TAL1,0.7982629722830322
TAL1,TAL1,0.644492253696688
TAL1,TAL1,0.6108694979326126
TAL1,TAL1,0.6551803245036663
TAL1,TAL1,0.6077763921619389
TAL1,TAL1,0.6361470340691279
TAL1,TAL1,0.6553258142463787
TAL1,TAL1,0.7704828819710761
TAL1,TAL1,0.7844448316545554
TAL1,TAL1,0.6057468086859589
TAL1,TAL1,0.636574109886097
TAL1,TAL1,0.6234936549031238
TAL1,TAL1,0.6986614108795832
TAL1,TAL1,0.6379072263890312
TAL1,TAL1,0.6854188297258447
TAL1,TAL1,0.7884965579265256
TAL1,TAL1,0.6989177392593153
TAL1,TAL1,0.6351010198533755
TAL1,TAL1,0.6878020713274143
TAL1,TAL1,0.6489501152586248
TAL1,TAL1,0.6167392982134041
TAL1,TAL1,0.6016489606030224
TAL1,TAL1,0.6401772609705777
TAL1,TAL1,0.6309563851185952
TAL1,TAL1,0.7287222892530176
TAL1,TAL1,0.6708501754693045
TAL1,TAL1,0.6438831403539212
TAL1,TAL1,0.6044890574209671
TAL1,TAL1,0.7186680309565352
TAL1,TAL1,0.7283184600911984
TAL1,TAL1,0.8008426103428707
TAL1,TAL1,0.7697405979276009
TAL1,TAL1,0.6812959834751017
TAL1,TAL1,0.6540915728560209
TAL1,TAL1,0.7638290547252611
TAL1,TAL1,0.7319985174028062
TAL1,TAL1,0.6030610717089241
TAL1,TAL1,0.6562495600908279
TAL1,TAL1,0.6365699240875154
TAL1,TAL1,0.6616112858889748
TAL1,TAL1,0.7311183443055891
TAL1,TAL1,0.726492931360495
TAL1,TAL1,0.6463971389558857
TAL1,TAL1,0.6019588324421378
TAL1,TAL1,0.7676851845175401
TAL1,TAL1,0.6520104777877267
TAL1,TAL1,0.6040655910419027
TAL1,TAL1,0.6168770933199766
TAL1,TAL1,0.6502678898846037
TAL1,TAL1,0.7752510853097833
TAL1,TAL1,0.7927935286263618
TAL1,TAL1,0.7251874783062519
TAL1,TAL1,0.6622402173597637
TAL1,TAL1,0.6120281805730485
TAL1,TAL1,0.6465497515386802
TAL1,TAL1,0.6023063691844808
TAL1,TAL1,0.7217594685028268
TAL1,TAL1,0.7154198871389333
TAL1,TAL1,0.6514733368398048
TAL1,TAL1,0.7264842160933596
TAL1,TAL1,0.7103897262257941
TAL1,TAL1,0.6139962391848124
TAL1,TAL1,0.6301116851060249
TAL1,TAL1,0.6496995974956126
TAL1,TAL1,0.7949317074490172
TAL1,TAL1,0.7414689682753175
TAL1,TAL1,0.6885226515450309
TAL1,TAL1,0.6338186226494029
TAL1,TAL1,0.6308860604048139
TAL1,TAL1,0.609576165720369
TAL1,TAL1,0.6050302343561138
TAL1,TAL1,0.6072218297407526
TAL1,TAL1,0.7114046965596234
TAL1,TAL1,0.614738852319571
TAL1,TAL1,0.6423910449340332
TAL1,TAL1,0.7468345700971067
TAL1,TAL1,0.7407349576450798
TAL1,TAL1,0.6462262722245633
TAL1,TAL1,0.6337670740739625
TAL1,TAL1,0.6052947735254094
TAL1,TAL1,0.6438655370122369
TAL1,TAL1,0.8162028521308727
TAL1,TAL1,0.8207372307717234
TAL1,TAL1,0.6255508845273084
TAL1,TAL1,0.6095572717549477
TAL1,TAL1,0.6207197577280311
TAL1,TAL1,0.6015727317379296
TAL1,TAL1,0.6136052003224814
TAL1,TAL1,0.6560249417456646
TAL1,TAL1,0.6235423386428945
TAL1,TAL1,0.6656108436354077
TAL1,TAL1,0.6132252276255294
TAL1,TAL1,0.8092456845174951
TAL1,TAL1,0.6300788607224508
TAL1,TAL1,0.6159361130000972
TAL1,TAL1,0.6104130503876517
TAL1,TAL1,0.7694825769706308
TAL1,TAL1,0.690881732947674
TAL1,TAL1,0.6004610274998985
TAL1,TAL1,0.6362261207464106
TAL1,TAL1,0.637569815799749
TAL1,TAL1,0.6412207669832237
TAL1,TAL1,0.6215203722186793
TAL1,TAL1,0.7462227088984725
TAL1,TAL1,0.7825348289933944
TAL1,TAL1,0.6928194890532476
TAL1,TAL1,0.6303063389050676
TAL1,TAL1,0.6079995084893324
TAL1,TAL1,0.6642761035597715
TAL1,TAL1,0.7384192089281068
TAL1,TAL1,0.6386539698830886
TAL1,TAL1,0.6453640889721248
TAL1,TAL1,0.7340366016974748
TAL1,TAL1,0.6509876731325306
TAL1,TAL1,0.668989688269783
TAL1,TAL1,0.6539360518214119
TAL1,TAL1,0.6406649941589245
TAL1,TAL1,0.6374693504137274
TAL1,TAL1,0.6019218694962601
TAL1,TAL1,0.6928306418442035
TAL1,TAL1,0.7363747750394339
TAL1,TAL1,0.6549011835120402
TAL1,TAL1,0.612278263742802
TAL1,TAL1,0.7317263300656349
TAL1,TAL1,0.6284577437549291
TAL1,TAL1,0.6566883516646143
TAL1,TAL1,0.6311018588788976
TAL1,TAL1,0.6106273150745862
TAL1,TAL1,0.7258106223916974
TAL1,TAL1,0.7185025356123542
TAL1,TAL1,0.6008306500624013
TAL1,TAL1,0.7712220196982891
TAL1,TAL1,0.6973005567279175
TAL1,TAL1,0.7532188276946064
TAL1,TAL1,0.6129469494586505
TAL1,TAL1,0.6173786053901142
TAL1,TAL1,0.7520868510705411
TAL1,TAL1,0.73103444053164
TAL1,TAL1,0.7247542363323148
TAL1,TAL1,0.7276639320879447
TAL1,TAL1,0.6787258946999569
TAL1,TAL1,0.7026545957738024
TAL1,TAL1,0.7368064134748951
TAL1,TAL1,0.7065487880215301
TAL1,TAL1,0.6168810509474856
TAL1,TAL1,0.6177247792426604
TAL1,TAL1,0.639304919388999
TAL1,TAL1,0.7036483030371949
TAL1,TAL1,0.79682738043605
TAL1,TAL1,0.6518505763795037
TAL1,TAL1,0.6361073134418892
TAL1,TAL1,0.6553877149502637
TAL1,TAL1,0.6227494658188103
TAL1,TAL1,0.6334086253425137
RAD21,RAD21,0.6667927423509092
RAD21,RAD21,0.6193463737966052
RAD21,RAD21,0.6114628687409643
RAD21,RAD21,0.6094574408074256
RAD21,RAD21,0.7606025189812771
RAD21,RAD21,0.6263302350703608
RAD21,RAD21,0.7387940562503336
RAD21,RAD21,0.6996742742189931
RAD21,RAD21,0.7226713018030962
RAD21,RAD21,0.6603181351025927
RAD21,RAD21,0.7341639645045841
RAD21,RAD21,0.6482048581767247
RAD21,RAD21,0.640842797168186
RAD21,RAD21,0.7182990132143557
RAD21,RAD21,0.7418798715296588
RAD21,RAD21,0.6619232409456275
RAD21,RAD21,0.6224592065528173
RAD21,RAD21,0.6700714323209717
RAD21,RAD21,0.6134792356690228
RAD21,RAD21,0.6552881978009587
RAD21,RAD21,0.6036041735761699
RAD21,RAD21,0.6116629902912616
RAD21,RAD21,0.6822185189378356
RAD21,RAD21,0.8373294509862861
RAD21,RAD21,0.6220113096542134
RAD21,RAD21,0.6280341549031921
RAD21,RAD21,0.639344895946947
RAD21,RAD21,0.6464849441831405
RAD21,RAD21,0.7382397605408518
RAD21,RAD21,0.6916159523676603
RAD21,RAD21,0.6204095797494822
RAD21,RAD21,0.7162950675753564
RAD21,RAD21,0.6256677798078237
RAD21,RAD21,0.6175899243868989
PABPC1,PABPC1,0.6171070566877199
PABPC1,PABPC1,0.6553697502173063
PABPC1,PABPC1,0.7038795164105981
PABPC1,PABPC1,0.6584917496238114
PABPC1,PABPC1,0.657914902234345
PABPC1,PABPC1,0.631886127133446
PABPC1,PABPC1,0.7074473944893898
PABPC1,PABPC1,0.6538735574995157
PABPC1,PABPC1,0.6258276856454663
PABPC1,PABPC1,0.768430513364484
PABPC1,PABPC1,0.6503181765331264
CLTC,CLTC,0.6271387020144562
CLTC,CLTC,0.7612955689523584
CLTC,CLTC,0.6420809735643158
CLTC,CLTC,0.6798505918118699
CLTC,CLTC,0.6419638221220186
CLTC,CLTC,0.6916836097244505
CLTC,CLTC,0.6316907511970269
CLTC,CLTC,0.6845427097074502
CLTC,CLTC,0.7860466225286502
CLTC,CLTC,0.7617299121904076
CLTC,CLTC,0.6000420249608078
CLTC,CLTC,0.7844822152252255
CLTC,CLTC,0.7592246285071901
CLTC,CLTC,0.7250588066823804
CLTC,CLTC,0.6120106068079926
CLTC,CLTC,0.7708826358270149
CLTC,CLTC,0.6356491006399468
CLTC,CLTC,0.6007110535511767
CLTC,CLTC,0.7789260385378524
CLTC,CLTC,0.7346024689753278
CDKN2A,CDKN2A,0.6648316395376901
SGK1,SGK1,0.6358421994591155
SGK1,SGK1,0.6183034108760795
SGK1,SGK1,0.6528755067802867
SGK1,SGK1,0.6600674208212987
SGK1,SGK1,0.6006757547559789
SGK1,SGK1,0.6499367068469846
SGK1,SGK1,0.6226526734081608
SGK1,SGK1,0.6368845393465871
SGK1,SGK1,0.6036922766803033
SGK1,SGK1,0.6115319199536936
SGK1,SGK1,0.65169012206661
SGK1,SGK1,0.6079631937431019
SGK1,SGK1,0.657897093638281
SGK1,SGK1,0.6142113385339444
SGK1,SGK1,0.6207620002572414
SGK1,SGK1,0.6335962449801483
SGK1,SGK1,0.6435386217046613
SGK1,SGK1,0.6430192206632952
SGK1,SGK1,0.6426627727697988
SGK1,SGK1,0.6030415526803938
SGK1,SGK1,0.6085989707027358
SGK1,SGK1,0.6306390572541349
SGK1,SGK1,0.6236399329266376
SGK1,SGK1,0.6060524345839147
SGK1,SGK1,0.6061061161266502
SGK1,SGK1,0.6506237423953013
SGK1,SGK1,0.6387364841879256
SGK1,SGK1,0.6299416480785751
SGK1,SGK1,0.6804606235470594
SGK1,SGK1,0.6393374569713919
SGK1,SGK1,0.6195200347839774
SGK1,SGK1,0.6310180640324731
SGK1,SGK1,0.6815075998472522
SGK1,SGK1,0.6367875913639685
SGK1,SGK1,0.6080129517855966
SGK1,SGK1,0.6091261148343905
SGK1,SGK1,0.608764166133943
SGK1,SGK1,0.6010719138694617
SGK1,SGK1,0.6192894652932772
SGK1,SGK1,0.6559887646688396
SGK1,SGK1,0.6203810830532923
SGK1,SGK1,0.6074381053878356
SGK1,SGK1,0.6373070509886993
SGK1,SGK1,0.6702242064460977
SGK1,SGK1,0.6328959029169257
SGK1,SGK1,0.6467865869802741
SGK1,SGK1,0.6103865066267989
SGK1,SGK1,0.6403471422949617
CREB3L2,CREB3L2,0.6088171012292201
CREB3L2,CREB3L2,0.6013845798094186
CREB3L2,CREB3L2,0.6497929702188696
SDHD,SDHD,0.7102136033771613
SDHD,SDHD,0.6302336556419141
SDHD,SDHD,0.6317063268891002
PDCD1LG2,PDCD1LG2,0.7156479459757294
PDCD1LG2,PDCD1LG2,0.6747298738056268
PDCD1LG2,PDCD1LG2,0.7816336310255269
PDCD1LG2,PDCD1LG2,0.6642103215988651
PDCD1LG2,PDCD1LG2,0.6106091905719627
PDCD1LG2,PDCD1LG2,0.6806905674557185
PDCD1LG2,PDCD1LG2,0.7564117293856035
PDCD1LG2,PDCD1LG2,0.7040475944782489
PDCD1LG2,PDCD1LG2,0.6724902981477605
PDCD1LG2,PDCD1LG2,0.6494876146384048
PDCD1LG2,PDCD1LG2,0.677500934291161
PDCD1LG2,PDCD1LG2,0.6933046423803643
PDCD1LG2,PDCD1LG2,0.6429754920276421
PDCD1LG2,PDCD1LG2,0.6368526281823116
PDCD1LG2,PDCD1LG2,0.6385947725244154
PDCD1LG2,PDCD1LG2,0.7500111735303346
PDCD1LG2,PDCD1LG2,0.6541959021646362
PDCD1LG2,PDCD1LG2,0.6631851104154081
PDCD1LG2,PDCD1LG2,0.6037248202732078
PDCD1LG2,PDCD1LG2,0.71845545948086
PDCD1LG2,PDCD1LG2,0.6655773535163869
PDCD1LG2,PDCD1LG2,0.6058509649853419
PDCD1LG2,PDCD1LG2,0.6203152187904374
PDCD1LG2,PDCD1LG2,0.6708280367539216
PDCD1LG2,PDCD1LG2,0.6080138294913691
PDCD1LG2,PDCD1LG2,0.6442555453046076
PDCD1LG2,PDCD1LG2,0.6157744432608127
PDCD1LG2,PDCD1LG2,0.6018430177706249
PDCD1LG2,PDCD1LG2,0.6092262217648522
PDCD1LG2,PDCD1LG2,0.7020375944042649
PDCD1LG2,PDCD1LG2,0.6249253720182054
PDCD1LG2,PDCD1LG2,0.6698010162385746
PDCD1LG2,PDCD1LG2,0.648914498930542
PDCD1LG2,PDCD1LG2,0.6736197696019024
PDCD1LG2,PDCD1LG2,0.6447114204289042
PDCD1LG2,PDCD1LG2,0.6177998700729804
PDCD1LG2,PDCD1LG2,0.6498777870851965
PDCD1LG2,PDCD1LG2,0.6587580067212203
PDCD1LG2,PDCD1LG2,0.6007016743316479
PDCD1LG2,PDCD1LG2,0.6691567941776473
PDCD1LG2,PDCD1LG2,0.6497188340277747
PDCD1LG2,PDCD1LG2,0.6004999584584332
PDCD1LG2,PDCD1LG2,0.6376563008860855
PDCD1LG2,PDCD1LG2,0.6378476681519866
PDCD1LG2,PDCD1LG2,0.6274088963767448
PDCD1LG2,PDCD1LG2,0.7199087174206071
PDCD1LG2,PDCD1LG2,0.7535850266360795
PDCD1LG2,PDCD1LG2,0.6486470689847151
PDCD1LG2,PDCD1LG2,0.6707056275441098
PDCD1LG2,PDCD1LG2,0.6886888371102742
PDCD1LG2,PDCD1LG2,0.75715829349775
PDCD1LG2,PDCD1LG2,0.6213229202342737
PDCD1LG2,PDCD1LG2,0.7393674783106321
PDCD1LG2,PDCD1LG2,0.6204493874060041
PDCD1LG2,PDCD1LG2,0.6852883371246036
PDCD1LG2,PDCD1LG2,0.7031176509395619
PDCD1LG2,PDCD1LG2,0.6918454481011067
PDCD1LG2,PDCD1LG2,0.6774468723207735
PDCD1LG2,PDCD1LG2,0.6823360549448234
PDCD1LG2,PDCD1LG2,0.626638885787538
PDCD1LG2,PDCD1LG2,0.6363838294969046
PDCD1LG2,PDCD1LG2,0.7014829954013466
PDCD1LG2,PDCD1LG2,0.7361801964147532
PDCD1LG2,PDCD1LG2,0.7197600757136138
PDCD1LG2,PDCD1LG2,0.6178290101138747
PDCD1LG2,PDCD1LG2,0.767476697181958
PDCD1LG2,PDCD1LG2,0.6383690609051119
PDCD1LG2,PDCD1LG2,0.6897383946533744
PDCD1LG2,PDCD1LG2,0.6373731016962861
PDCD1LG2,PDCD1LG2,0.6089341139959104
PDCD1LG2,PDCD1LG2,0.7479279832175287
PDCD1LG2,PDCD1LG2,0.6275488472271283
PDCD1LG2,PDCD1LG2,0.6055199983798051
PDCD1LG2,PDCD1LG2,0.6298154158786361
PDCD1LG2,PDCD1LG2,0.7624536611275257
PDCD1LG2,PDCD1LG2,0.6713887845722452
PDCD1LG2,PDCD1LG2,0.6633299014152068
PDCD1LG2,PDCD1LG2,0.6818711265504441
PDCD1LG2,PDCD1LG2,0.6214834350009687
PDCD1LG2,PDCD1LG2,0.7468215378480734
PDCD1LG2,PDCD1LG2,0.6237803033535892
PDCD1LG2,PDCD1LG2,0.64797976019042
PDCD1LG2,PDCD1LG2,0.6221463730916141
PDCD1LG2,PDCD1LG2,0.6090815325273113
PDCD1LG2,PDCD1LG2,0.6754376572222349
PDCD1LG2,PDCD1LG2,0.7379323399655129
PDCD1LG2,PDCD1LG2,0.6054881731661587
PDCD1LG2,PDCD1LG2,0.6513146564978903
PDCD1LG2,PDCD1LG2,0.7132809474790937
PDCD1LG2,PDCD1LG2,0.6976742937053872
PDCD1LG2,PDCD1LG2,0.6761839246924483
PDCD1LG2,PDCD1LG2,0.682329111745802
PDCD1LG2,PDCD1LG2,0.6276050272139275
PDCD1LG2,PDCD1LG2,0.7029198398781835
PDCD1LG2,PDCD1LG2,0.6932908381979573
PDCD1LG2,PDCD1LG2,0.7344075295395479
PDCD1LG2,PDCD1LG2,0.7585195340617906
PDCD1LG2,PDCD1LG2,0.6095313556915912
PDCD1LG2,PDCD1LG2,0.676978388092919
PDCD1LG2,PDCD1LG2,0.6643942971495375
PDCD1LG2,PDCD1LG2,0.6803137364562837
PDCD1LG2,PDCD1LG2,0.6069997724814329
